"","PLAYER","TEAM","POSITION","center","forward","guard","GP","MIN","2FGM","2FG%","3PM","3P%","FTM","FT%","%midrange","%3points","%inthepaint","DFGM","DIFF%","DEFLECTIONS","CONTESTED SHOTS","LOOSE BALLS RECOVERED","STL","AST","BLK","OREB","DREB","PCs","score"
"1","Aaron Gordon","ORL","F",FALSE,TRUE,FALSE,78,33.8,4.5,50,1.6,34.8,2.4,73.1,9.3,29.1,46.7,5.4,-0.5,1.3,6.5,1.2,0.7,3.7,0.7,1.7,5.7,"shooting1",-0.0851397507711187
"2","Aaron Gordon","ORL","F",FALSE,TRUE,FALSE,78,33.8,4.5,50,1.6,34.8,2.4,73.1,9.3,29.1,46.7,5.4,-0.5,1.3,6.5,1.2,0.7,3.7,0.7,1.7,5.7,"shooting2",1.19428274856935
"3","Aaron Gordon","ORL","F",FALSE,TRUE,FALSE,78,33.8,4.5,50,1.6,34.8,2.4,73.1,9.3,29.1,46.7,5.4,-0.5,1.3,6.5,1.2,0.7,3.7,0.7,1.7,5.7,"others1",-2.12386391508154
"4","Aaron Gordon","ORL","F",FALSE,TRUE,FALSE,78,33.8,4.5,50,1.6,34.8,2.4,73.1,9.3,29.1,46.7,5.4,-0.5,1.3,6.5,1.2,0.7,3.7,0.7,1.7,5.7,"others2",-0.41206683874011
"5","Aaron Holiday","IND","G",FALSE,FALSE,TRUE,50,12.9,1.2,45.9,0.9,33.9,0.8,82,12.9,43.9,29.3,2,-3.2,0.7,2.5,0.3,0.4,1.7,0.3,0.1,1.2,"shooting1",1.27397648787953
"6","Aaron Holiday","IND","G",FALSE,FALSE,TRUE,50,12.9,1.2,45.9,0.9,33.9,0.8,82,12.9,43.9,29.3,2,-3.2,0.7,2.5,0.3,0.4,1.7,0.3,0.1,1.2,"shooting2",-0.750686432473424
"7","Aaron Holiday","IND","G",FALSE,FALSE,TRUE,50,12.9,1.2,45.9,0.9,33.9,0.8,82,12.9,43.9,29.3,2,-3.2,0.7,2.5,0.3,0.4,1.7,0.3,0.1,1.2,"others1",2.77572899431042
"8","Aaron Holiday","IND","G",FALSE,FALSE,TRUE,50,12.9,1.2,45.9,0.9,33.9,0.8,82,12.9,43.9,29.3,2,-3.2,0.7,2.5,0.3,0.4,1.7,0.3,0.1,1.2,"others2",-0.180787867209718
"9","Abdel Nader","OKC","F",FALSE,TRUE,FALSE,61,11.4,1,51.8,0.5,31.3,0.4,75,1.7,39.8,47.3,2.5,0.7,0.5,3.8,0.4,0.3,0.3,0.2,0.2,1.7,"shooting1",-0.194649260226265
"10","Abdel Nader","OKC","F",FALSE,TRUE,FALSE,61,11.4,1,51.8,0.5,31.3,0.4,75,1.7,39.8,47.3,2.5,0.7,0.5,3.8,0.4,0.3,0.3,0.2,0.2,1.7,"shooting2",-1.56331602752813
"11","Abdel Nader","OKC","F",FALSE,TRUE,FALSE,61,11.4,1,51.8,0.5,31.3,0.4,75,1.7,39.8,47.3,2.5,0.7,0.5,3.8,0.4,0.3,0.3,0.2,0.2,1.7,"others1",2.75409917242501
"12","Abdel Nader","OKC","F",FALSE,TRUE,FALSE,61,11.4,1,51.8,0.5,31.3,0.4,75,1.7,39.8,47.3,2.5,0.7,0.5,3.8,0.4,0.3,0.3,0.2,0.2,1.7,"others2",-0.529034733800954
"13","Al-Farouq Aminu","POR","F",FALSE,TRUE,FALSE,81,28.3,2,51.3,1.2,34.5,1.9,86.7,1.8,37.9,40.5,5.1,-0.5,1.9,7.4,1,0.8,1.3,0.4,1.4,6.1,"shooting1",0.505629924222234
"14","Al-Farouq Aminu","POR","F",FALSE,TRUE,FALSE,81,28.3,2,51.3,1.2,34.5,1.9,86.7,1.8,37.9,40.5,5.1,-0.5,1.9,7.4,1,0.8,1.3,0.4,1.4,6.1,"shooting2",0.0747456861496249
"15","Al-Farouq Aminu","POR","F",FALSE,TRUE,FALSE,81,28.3,2,51.3,1.2,34.5,1.9,86.7,1.8,37.9,40.5,5.1,-0.5,1.9,7.4,1,0.8,1.3,0.4,1.4,6.1,"others1",-1.74354138492438
"16","Al-Farouq Aminu","POR","F",FALSE,TRUE,FALSE,81,28.3,2,51.3,1.2,34.5,1.9,86.7,1.8,37.9,40.5,5.1,-0.5,1.9,7.4,1,0.8,1.3,0.4,1.4,6.1,"others2",-0.446443346689339
"17","Alec Burks","SAC","G",FALSE,FALSE,TRUE,64,21.5,2,42.8,0.9,36.3,1.8,82.3,7.8,32.6,38.9,3.8,3.5,1.2,5.1,0.5,0.6,2,0.3,0.5,3.2,"shooting1",0.697094023948863
"18","Alec Burks","SAC","G",FALSE,FALSE,TRUE,64,21.5,2,42.8,0.9,36.3,1.8,82.3,7.8,32.6,38.9,3.8,3.5,1.2,5.1,0.5,0.6,2,0.3,0.5,3.2,"shooting2",-0.111784331661459
"19","Alec Burks","SAC","G",FALSE,FALSE,TRUE,64,21.5,2,42.8,0.9,36.3,1.8,82.3,7.8,32.6,38.9,3.8,3.5,1.2,5.1,0.5,0.6,2,0.3,0.5,3.2,"others1",0.912047465752919
"20","Alec Burks","SAC","G",FALSE,FALSE,TRUE,64,21.5,2,42.8,0.9,36.3,1.8,82.3,7.8,32.6,38.9,3.8,3.5,1.2,5.1,0.5,0.6,2,0.3,0.5,3.2,"others2",0.188534729092146
"21","Alex Abrines","OKC","G",FALSE,FALSE,TRUE,31,19,0.5,50,1.3,32.3,0.4,92.3,6.1,74.5,12.1,3.3,3,0.9,5.3,0.6,0.5,0.6,0.2,0.2,1.4,"shooting1",2.74403139567474
"22","Alex Abrines","OKC","G",FALSE,FALSE,TRUE,31,19,0.5,50,1.3,32.3,0.4,92.3,6.1,74.5,12.1,3.3,3,0.9,5.3,0.6,0.5,0.6,0.2,0.2,1.4,"shooting2",-1.15986831114811
"23","Alex Abrines","OKC","G",FALSE,FALSE,TRUE,31,19,0.5,50,1.3,32.3,0.4,92.3,6.1,74.5,12.1,3.3,3,0.9,5.3,0.6,0.5,0.6,0.2,0.2,1.4,"others1",1.87956961062883
"24","Alex Abrines","OKC","G",FALSE,FALSE,TRUE,31,19,0.5,50,1.3,32.3,0.4,92.3,6.1,74.5,12.1,3.3,3,0.9,5.3,0.6,0.5,0.6,0.2,0.2,1.4,"others2",0.0639920601479205
"25","Alex Caruso","LAL","G",FALSE,FALSE,TRUE,25,21.2,2.1,43,1,48,2,79.7,5.2,31.4,41,4,-3.3,1.9,5.6,0.8,1,3.1,0.4,0.8,1.9,"shooting1",0.996305394323935
"26","Alex Caruso","LAL","G",FALSE,FALSE,TRUE,25,21.2,2.1,43,1,48,2,79.7,5.2,31.4,41,4,-3.3,1.9,5.6,0.8,1,3.1,0.4,0.8,1.9,"shooting2",0.0890684377474919
"27","Alex Caruso","LAL","G",FALSE,FALSE,TRUE,25,21.2,2.1,43,1,48,2,79.7,5.2,31.4,41,4,-3.3,1.9,5.6,0.8,1,3.1,0.4,0.8,1.9,"others1",-0.373470305560288
"28","Alex Caruso","LAL","G",FALSE,FALSE,TRUE,25,21.2,2.1,43,1,48,2,79.7,5.2,31.4,41,4,-3.3,1.9,5.6,0.8,1,3.1,0.4,0.8,1.9,"others2",0.747813896944594
"29","Alex Len","ATL","C",TRUE,FALSE,FALSE,77,20.1,3.2,55.4,1,36.3,1.8,64.8,2.1,26,55.5,5.9,1.9,0.5,9.6,0.4,0.4,1.1,0.9,2.1,3.5,"shooting1",-0.992405084885997
"30","Alex Len","ATL","C",TRUE,FALSE,FALSE,77,20.1,3.2,55.4,1,36.3,1.8,64.8,2.1,26,55.5,5.9,1.9,0.5,9.6,0.4,0.4,1.1,0.9,2.1,3.5,"shooting2",-0.0191966507635909
"31","Alex Len","ATL","C",TRUE,FALSE,FALSE,77,20.1,3.2,55.4,1,36.3,1.8,64.8,2.1,26,55.5,5.9,1.9,0.5,9.6,0.4,0.4,1.1,0.9,2.1,3.5,"others1",-0.762635242691596
"32","Alex Len","ATL","C",TRUE,FALSE,FALSE,77,20.1,3.2,55.4,1,36.3,1.8,64.8,2.1,26,55.5,5.9,1.9,0.5,9.6,0.4,0.4,1.1,0.9,2.1,3.5,"others2",-2.72848707799195
"33","Alex Poythress","ATL","F",FALSE,TRUE,FALSE,21,14.5,1.5,53.4,0.4,39.1,0.9,62.1,0,25.2,57.9,2.3,-4.3,0.7,4,0.3,0.2,0.8,0.5,1.4,2.2,"shooting1",-1.05202554218236
"34","Alex Poythress","ATL","F",FALSE,TRUE,FALSE,21,14.5,1.5,53.4,0.4,39.1,0.9,62.1,0,25.2,57.9,2.3,-4.3,0.7,4,0.3,0.2,0.8,0.5,1.4,2.2,"shooting2",-1.33269163216716
"35","Alex Poythress","ATL","F",FALSE,TRUE,FALSE,21,14.5,1.5,53.4,0.4,39.1,0.9,62.1,0,25.2,57.9,2.3,-4.3,0.7,4,0.3,0.2,0.8,0.5,1.4,2.2,"others1",1.87652762744373
"36","Alex Poythress","ATL","F",FALSE,TRUE,FALSE,21,14.5,1.5,53.4,0.4,39.1,0.9,62.1,0,25.2,57.9,2.3,-4.3,0.7,4,0.3,0.2,0.8,0.5,1.4,2.2,"others2",-1.73661809191155
"37","Alfonzo McKinnie","GSW","F",FALSE,TRUE,FALSE,72,13.9,1.3,58.2,0.6,35.9,0.4,56.3,3.6,37.4,51,2.4,1.1,0.6,3.1,0.4,0.3,0.4,0.2,1.1,2.3,"shooting1",-0.752141276711833
"38","Alfonzo McKinnie","GSW","F",FALSE,TRUE,FALSE,72,13.9,1.3,58.2,0.6,35.9,0.4,56.3,3.6,37.4,51,2.4,1.1,0.6,3.1,0.4,0.3,0.4,0.2,1.1,2.3,"shooting2",-1.65255592720235
"39","Alfonzo McKinnie","GSW","F",FALSE,TRUE,FALSE,72,13.9,1.3,58.2,0.6,35.9,0.4,56.3,3.6,37.4,51,2.4,1.1,0.6,3.1,0.4,0.3,0.4,0.2,1.1,2.3,"others1",2.35250726154069
"40","Alfonzo McKinnie","GSW","F",FALSE,TRUE,FALSE,72,13.9,1.3,58.2,0.6,35.9,0.4,56.3,3.6,37.4,51,2.4,1.1,0.6,3.1,0.4,0.3,0.4,0.2,1.1,2.3,"others2",-0.823772123531852
"41","Allonzo Trier","NYK","G",FALSE,FALSE,TRUE,64,22.8,2.8,46.6,0.8,39.2,2.8,80.3,13.5,22.4,38.3,4,6.4,0.8,4.1,0.8,0.4,1.9,0.2,0.5,2.6,"shooting1",0.294743851819626
"42","Allonzo Trier","NYK","G",FALSE,FALSE,TRUE,64,22.8,2.8,46.6,0.8,39.2,2.8,80.3,13.5,22.4,38.3,4,6.4,0.8,4.1,0.8,0.4,1.9,0.2,0.5,2.6,"shooting2",0.870765300730086
"43","Allonzo Trier","NYK","G",FALSE,FALSE,TRUE,64,22.8,2.8,46.6,0.8,39.2,2.8,80.3,13.5,22.4,38.3,4,6.4,0.8,4.1,0.8,0.4,1.9,0.2,0.5,2.6,"others1",1.33865716473075
"44","Allonzo Trier","NYK","G",FALSE,FALSE,TRUE,64,22.8,2.8,46.6,0.8,39.2,2.8,80.3,13.5,22.4,38.3,4,6.4,0.8,4.1,0.8,0.4,1.9,0.2,0.5,2.6,"others2",0.469115055574535
"45","Andre Drummond","DET","C",TRUE,FALSE,FALSE,79,33.5,7,54.8,0.1,13.2,3.1,59,1.3,1.1,79.9,8.6,-0.8,2.9,13,1.3,1.7,1.4,1.7,5.4,10.2,"shooting1",-4.30938980361789
"46","Andre Drummond","DET","C",TRUE,FALSE,FALSE,79,33.5,7,54.8,0.1,13.2,3.1,59,1.3,1.1,79.9,8.6,-0.8,2.9,13,1.3,1.7,1.4,1.7,5.4,10.2,"shooting2",1.1110151113081
"47","Andre Drummond","DET","C",TRUE,FALSE,FALSE,79,33.5,7,54.8,0.1,13.2,3.1,59,1.3,1.1,79.9,8.6,-0.8,2.9,13,1.3,1.7,1.4,1.7,5.4,10.2,"others1",-8.37046271245168
"48","Andre Drummond","DET","C",TRUE,FALSE,FALSE,79,33.5,7,54.8,0.1,13.2,3.1,59,1.3,1.1,79.9,8.6,-0.8,2.9,13,1.3,1.7,1.4,1.7,5.4,10.2,"others2",-3.14619233552892
"49","Andrew Harrison","NOP","G",FALSE,FALSE,TRUE,17,10.9,0.7,39.3,0.3,20,1,94.4,3.7,27.8,37,2.1,0,0.9,2.2,0.3,0.2,1.4,0.1,0.4,0.8,"shooting1",0.163916493703782
"50","Andrew Harrison","NOP","G",FALSE,FALSE,TRUE,17,10.9,0.7,39.3,0.3,20,1,94.4,3.7,27.8,37,2.1,0,0.9,2.2,0.3,0.2,1.4,0.1,0.4,0.8,"shooting2",-1.19745591188329
"51","Andrew Harrison","NOP","G",FALSE,FALSE,TRUE,17,10.9,0.7,39.3,0.3,20,1,94.4,3.7,27.8,37,2.1,0,0.9,2.2,0.3,0.2,1.4,0.1,0.4,0.8,"others1",3.10674855142531
"52","Andrew Harrison","NOP","G",FALSE,FALSE,TRUE,17,10.9,0.7,39.3,0.3,20,1,94.4,3.7,27.8,37,2.1,0,0.9,2.2,0.3,0.2,1.4,0.1,0.4,0.8,"others2",-0.0060194371191237
"53","Anthony Tolliver","MIN","F",FALSE,TRUE,FALSE,65,16.6,0.3,40.9,1.3,37.7,0.7,78.3,2.5,74.5,8.6,2.9,-0.4,0.4,3.6,0.3,0.3,0.7,0.3,0.2,2.5,"shooting1",3.10355244171352
"54","Anthony Tolliver","MIN","F",FALSE,TRUE,FALSE,65,16.6,0.3,40.9,1.3,37.7,0.7,78.3,2.5,74.5,8.6,2.9,-0.4,0.4,3.6,0.3,0.3,0.7,0.3,0.2,2.5,"shooting2",-1.66362504009724
"55","Anthony Tolliver","MIN","F",FALSE,TRUE,FALSE,65,16.6,0.3,40.9,1.3,37.7,0.7,78.3,2.5,74.5,8.6,2.9,-0.4,0.4,3.6,0.3,0.3,0.7,0.3,0.2,2.5,"others1",2.49194176803458
"56","Anthony Tolliver","MIN","F",FALSE,TRUE,FALSE,65,16.6,0.3,40.9,1.3,37.7,0.7,78.3,2.5,74.5,8.6,2.9,-0.4,0.4,3.6,0.3,0.3,0.7,0.3,0.2,2.5,"others2",-0.809427445463185
"57","Antonio Blakeney","CHI","G",FALSE,FALSE,TRUE,57,14.5,2.3,42.8,0.6,39.1,0.9,65.8,19.1,25.8,43.1,2.4,11.1,0.3,2.6,0.3,0.2,0.7,0.2,0.1,1.7,"shooting1",0.23288539348692
"58","Antonio Blakeney","CHI","G",FALSE,FALSE,TRUE,57,14.5,2.3,42.8,0.6,39.1,0.9,65.8,19.1,25.8,43.1,2.4,11.1,0.3,2.6,0.3,0.2,0.7,0.2,0.1,1.7,"shooting2",-0.52578065140427
"59","Antonio Blakeney","CHI","G",FALSE,FALSE,TRUE,57,14.5,2.3,42.8,0.6,39.1,0.9,65.8,19.1,25.8,43.1,2.4,11.1,0.3,2.6,0.3,0.2,0.7,0.2,0.1,1.7,"others1",3.450211251971
"60","Antonio Blakeney","CHI","G",FALSE,FALSE,TRUE,57,14.5,2.3,42.8,0.6,39.1,0.9,65.8,19.1,25.8,43.1,2.4,11.1,0.3,2.6,0.3,0.2,0.7,0.2,0.1,1.7,"others2",0.227423434844178
"61","Austin Rivers","HOU","G",FALSE,FALSE,TRUE,76,26.7,1.7,52.2,1.4,31.8,0.7,52.6,1.3,50.5,40.1,4.5,2.3,1.2,4.6,0.7,0.6,2.2,0.3,0.3,1.8,"shooting1",0.216681247755184
"62","Austin Rivers","HOU","G",FALSE,FALSE,TRUE,76,26.7,1.7,52.2,1.4,31.8,0.7,52.6,1.3,50.5,40.1,4.5,2.3,1.2,4.6,0.7,0.6,2.2,0.3,0.3,1.8,"shooting2",-1.52496760663569
"63","Austin Rivers","HOU","G",FALSE,FALSE,TRUE,76,26.7,1.7,52.2,1.4,31.8,0.7,52.6,1.3,50.5,40.1,4.5,2.3,1.2,4.6,0.7,0.6,2.2,0.3,0.3,1.8,"others1",0.917519048276648
"64","Austin Rivers","HOU","G",FALSE,FALSE,TRUE,76,26.7,1.7,52.2,1.4,31.8,0.7,52.6,1.3,50.5,40.1,4.5,2.3,1.2,4.6,0.7,0.6,2.2,0.3,0.3,1.8,"others2",0.549128171849257
"65","Avery Bradley","MEM","G",FALSE,FALSE,TRUE,63,30.2,2.6,44.6,1.4,35.1,0.7,86,27.8,41.3,24,5.1,1.8,1.6,4.7,0.9,0.7,2.4,0.3,0.7,2.1,"shooting1",1.88652897451879
"66","Avery Bradley","MEM","G",FALSE,FALSE,TRUE,63,30.2,2.6,44.6,1.4,35.1,0.7,86,27.8,41.3,24,5.1,1.8,1.6,4.7,0.9,0.7,2.4,0.3,0.7,2.1,"shooting2",0.433860963448325
"67","Avery Bradley","MEM","G",FALSE,FALSE,TRUE,63,30.2,2.6,44.6,1.4,35.1,0.7,86,27.8,41.3,24,5.1,1.8,1.6,4.7,0.9,0.7,2.4,0.3,0.7,2.1,"others1",0.0348470355828094
"68","Avery Bradley","MEM","G",FALSE,FALSE,TRUE,63,30.2,2.6,44.6,1.4,35.1,0.7,86,27.8,41.3,24,5.1,1.8,1.6,4.7,0.9,0.7,2.4,0.3,0.7,2.1,"others2",0.751707030684353
"69","Blake Griffin","DET","F",FALSE,TRUE,FALSE,75,35,5.7,52.5,2.5,36.2,5.5,75.3,2.9,30.8,43.8,5.5,-1.8,1.4,7.2,1.4,0.7,5.4,0.4,1.3,6.2,"shooting1",0.120031618007176
"70","Blake Griffin","DET","F",FALSE,TRUE,FALSE,75,35,5.7,52.5,2.5,36.2,5.5,75.3,2.9,30.8,43.8,5.5,-1.8,1.4,7.2,1.4,0.7,5.4,0.4,1.3,6.2,"shooting2",3.24019307455138
"71","Blake Griffin","DET","F",FALSE,TRUE,FALSE,75,35,5.7,52.5,2.5,36.2,5.5,75.3,2.9,30.8,43.8,5.5,-1.8,1.4,7.2,1.4,0.7,5.4,0.4,1.3,6.2,"others1",-2.44905171147729
"72","Blake Griffin","DET","F",FALSE,TRUE,FALSE,75,35,5.7,52.5,2.5,36.2,5.5,75.3,2.9,30.8,43.8,5.5,-1.8,1.4,7.2,1.4,0.7,5.4,0.4,1.3,6.2,"others2",0.425798336098987
"73","Boban Marjanovic","PHI","C",TRUE,FALSE,FALSE,58,11.7,2.7,62.4,0.1,40,1.7,74.8,5.7,2.8,68.2,3.7,-6.6,0.3,6.4,0.2,0.3,0.9,0.5,1.5,3.1,"shooting1",-2.23898049357615
"74","Boban Marjanovic","PHI","C",TRUE,FALSE,FALSE,58,11.7,2.7,62.4,0.1,40,1.7,74.8,5.7,2.8,68.2,3.7,-6.6,0.3,6.4,0.2,0.3,0.9,0.5,1.5,3.1,"shooting2",0.180668891056709
"75","Boban Marjanovic","PHI","C",TRUE,FALSE,FALSE,58,11.7,2.7,62.4,0.1,40,1.7,74.8,5.7,2.8,68.2,3.7,-6.6,0.3,6.4,0.2,0.3,0.9,0.5,1.5,3.1,"others1",1.07394064520429
"76","Boban Marjanovic","PHI","C",TRUE,FALSE,FALSE,58,11.7,2.7,62.4,0.1,40,1.7,74.8,5.7,2.8,68.2,3.7,-6.6,0.3,6.4,0.2,0.3,0.9,0.5,1.5,3.1,"others2",-2.56257394281264
"77","Bobby Portis","WAS","F",FALSE,TRUE,FALSE,50,26,4,46.5,1.4,38.5,1.5,79.4,10.4,31.7,47,5.8,4.6,1.3,6.2,0.8,0.7,1.4,0.4,2.2,5.9,"shooting1",0.393719523884933
"78","Bobby Portis","WAS","F",FALSE,TRUE,FALSE,50,26,4,46.5,1.4,38.5,1.5,79.4,10.4,31.7,47,5.8,4.6,1.3,6.2,0.8,0.7,1.4,0.4,2.2,5.9,"shooting2",0.718424502583921
"79","Bobby Portis","WAS","F",FALSE,TRUE,FALSE,50,26,4,46.5,1.4,38.5,1.5,79.4,10.4,31.7,47,5.8,4.6,1.3,6.2,0.8,0.7,1.4,0.4,2.2,5.9,"others1",-1.38257323938193
"80","Bobby Portis","WAS","F",FALSE,TRUE,FALSE,50,26,4,46.5,1.4,38.5,1.5,79.4,10.4,31.7,47,5.8,4.6,1.3,6.2,0.8,0.7,1.4,0.4,2.2,5.9,"others2",-0.884951360323803
"81","Bogdan Bogdanovic","SAC","G",FALSE,FALSE,TRUE,70,27.8,3.2,46.2,1.9,36,1.9,82.7,12.1,40.6,33.7,4.8,2.2,2.3,5.4,0.8,1,3.8,0.2,0.6,2.9,"shooting1",1.34755674673309
"82","Bogdan Bogdanovic","SAC","G",FALSE,FALSE,TRUE,70,27.8,3.2,46.2,1.9,36,1.9,82.7,12.1,40.6,33.7,4.8,2.2,2.3,5.4,0.8,1,3.8,0.2,0.6,2.9,"shooting2",0.856003209613357
"83","Bogdan Bogdanovic","SAC","G",FALSE,FALSE,TRUE,70,27.8,3.2,46.2,1.9,36,1.9,82.7,12.1,40.6,33.7,4.8,2.2,2.3,5.4,0.8,1,3.8,0.2,0.6,2.9,"others1",-0.669146729906853
"84","Bogdan Bogdanovic","SAC","G",FALSE,FALSE,TRUE,70,27.8,3.2,46.2,1.9,36,1.9,82.7,12.1,40.6,33.7,4.8,2.2,2.3,5.4,0.8,1,3.8,0.2,0.6,2.9,"others2",1.66520716761002
"85","Bojan Bogdanovic","IND","F",FALSE,TRUE,FALSE,81,31.8,4.4,53.9,2,42.5,3,80.7,9.4,33.8,39.9,4.6,0,1.2,6.2,0.8,0.9,2,0,0.4,3.7,"shooting1",0.726208728397258
"86","Bojan Bogdanovic","IND","F",FALSE,TRUE,FALSE,81,31.8,4.4,53.9,2,42.5,3,80.7,9.4,33.8,39.9,4.6,0,1.2,6.2,0.8,0.9,2,0,0.4,3.7,"shooting2",1.93605729184038
"87","Bojan Bogdanovic","IND","F",FALSE,TRUE,FALSE,81,31.8,4.4,53.9,2,42.5,3,80.7,9.4,33.8,39.9,4.6,0,1.2,6.2,0.8,0.9,2,0,0.4,3.7,"others1",0.098551564472768
"88","Bojan Bogdanovic","IND","F",FALSE,TRUE,FALSE,81,31.8,4.4,53.9,2,42.5,3,80.7,9.4,33.8,39.9,4.6,0,1.2,6.2,0.8,0.9,2,0,0.4,3.7,"others2",0.548232291655757
"89","Bonzie Colson","MIL","F",FALSE,TRUE,FALSE,8,12.3,1,44.4,0.6,23.8,1,88.9,5.1,38.5,35.9,4,8.4,0.9,4.9,0.5,0.6,0.4,0.1,1,2.8,"shooting1",0.458964753459417
"90","Bonzie Colson","MIL","F",FALSE,TRUE,FALSE,8,12.3,1,44.4,0.6,23.8,1,88.9,5.1,38.5,35.9,4,8.4,0.9,4.9,0.5,0.6,0.4,0.1,1,2.8,"shooting2",-1.02741932276589
"91","Bonzie Colson","MIL","F",FALSE,TRUE,FALSE,8,12.3,1,44.4,0.6,23.8,1,88.9,5.1,38.5,35.9,4,8.4,0.9,4.9,0.5,0.6,0.4,0.1,1,2.8,"others1",1.39296435431325
"92","Bonzie Colson","MIL","F",FALSE,TRUE,FALSE,8,12.3,1,44.4,0.6,23.8,1,88.9,5.1,38.5,35.9,4,8.4,0.9,4.9,0.5,0.6,0.4,0.1,1,2.8,"others2",-0.000918279573668475
"93","Bradley Beal","WAS","G",FALSE,FALSE,TRUE,82,36.9,6.6,55.1,2.5,35.3,4.4,80.8,14,29.9,38.9,6.4,2,2.5,7.5,1.7,1.5,5.5,0.7,1.1,3.9,"shooting1",0.345129250729667
"94","Bradley Beal","WAS","G",FALSE,FALSE,TRUE,82,36.9,6.6,55.1,2.5,35.3,4.4,80.8,14,29.9,38.9,6.4,2,2.5,7.5,1.7,1.5,5.5,0.7,1.1,3.9,"shooting2",3.56156419683985
"95","Bradley Beal","WAS","G",FALSE,FALSE,TRUE,82,36.9,6.6,55.1,2.5,35.3,4.4,80.8,14,29.9,38.9,6.4,2,2.5,7.5,1.7,1.5,5.5,0.7,1.1,3.9,"others1",-3.77059583349927
"96","Bradley Beal","WAS","G",FALSE,FALSE,TRUE,82,36.9,6.6,55.1,2.5,35.3,4.4,80.8,14,29.9,38.9,6.4,2,2.5,7.5,1.7,1.5,5.5,0.7,1.1,3.9,"others2",2.22526659401237
"97","Brandon Ingram","LAL","F",FALSE,TRUE,FALSE,52,33.9,6.4,52.3,0.6,33,3.8,67.5,14.7,9.8,54.9,4.8,-4.5,0.9,8.2,1.2,0.5,3,0.6,0.8,4.3,"shooting1",-1.7664085300362
"98","Brandon Ingram","LAL","F",FALSE,TRUE,FALSE,52,33.9,6.4,52.3,0.6,33,3.8,67.5,14.7,9.8,54.9,4.8,-4.5,0.9,8.2,1.2,0.5,3,0.6,0.8,4.3,"shooting2",2.21713246084984
"99","Brandon Ingram","LAL","F",FALSE,TRUE,FALSE,52,33.9,6.4,52.3,0.6,33,3.8,67.5,14.7,9.8,54.9,4.8,-4.5,0.9,8.2,1.2,0.5,3,0.6,0.8,4.3,"others1",-1.13666568838883
"100","Brandon Ingram","LAL","F",FALSE,TRUE,FALSE,52,33.9,6.4,52.3,0.6,33,3.8,67.5,14.7,9.8,54.9,4.8,-4.5,0.9,8.2,1.2,0.5,3,0.6,0.8,4.3,"others2",-0.766485201853459
"101","Brandon Knight","CLE","G",FALSE,FALSE,TRUE,39,18.9,1.4,43.3,1.1,32.5,0.7,79.4,19.5,46.2,24.1,3.3,7,0.9,2.9,0.4,0.5,1.8,0.1,0.3,1.3,"shooting1",1.67851936312898
"102","Brandon Knight","CLE","G",FALSE,FALSE,TRUE,39,18.9,1.4,43.3,1.1,32.5,0.7,79.4,19.5,46.2,24.1,3.3,7,0.9,2.9,0.4,0.5,1.8,0.1,0.3,1.3,"shooting2",-0.608209679727568
"103","Brandon Knight","CLE","G",FALSE,FALSE,TRUE,39,18.9,1.4,43.3,1.1,32.5,0.7,79.4,19.5,46.2,24.1,3.3,7,0.9,2.9,0.4,0.5,1.8,0.1,0.3,1.3,"others1",2.39937664775556
"104","Brandon Knight","CLE","G",FALSE,FALSE,TRUE,39,18.9,1.4,43.3,1.1,32.5,0.7,79.4,19.5,46.2,24.1,3.3,7,0.9,2.9,0.4,0.5,1.8,0.1,0.3,1.3,"others2",0.797707713233859
"105","Brandon Sampson","CHI","G",FALSE,FALSE,TRUE,14,15.3,1.2,54.8,0.8,37.9,0.3,66.7,0,46.5,47.9,2.2,3.1,0.6,2.6,0.4,0.6,0.7,0.2,0.2,0.9,"shooting1",0.0467946556981824
"106","Brandon Sampson","CHI","G",FALSE,FALSE,TRUE,14,15.3,1.2,54.8,0.8,37.9,0.3,66.7,0,46.5,47.9,2.2,3.1,0.6,2.6,0.4,0.6,0.7,0.2,0.2,0.9,"shooting2",-1.59898123358278
"107","Brandon Sampson","CHI","G",FALSE,FALSE,TRUE,14,15.3,1.2,54.8,0.8,37.9,0.3,66.7,0,46.5,47.9,2.2,3.1,0.6,2.6,0.4,0.6,0.7,0.2,0.2,0.9,"others1",2.87637089511626
"108","Brandon Sampson","CHI","G",FALSE,FALSE,TRUE,14,15.3,1.2,54.8,0.8,37.9,0.3,66.7,0,46.5,47.9,2.2,3.1,0.6,2.6,0.4,0.6,0.7,0.2,0.2,0.9,"others2",0.298014763785664
"109","Brook Lopez","MIL","C",TRUE,FALSE,FALSE,81,28.7,2.1,61.5,2.3,36.4,1.4,84.2,3,55.6,30.3,9.1,-4.2,1,19.3,0.7,0.6,1.2,2.2,0.4,4.5,"shooting1",1.46576955238452
"110","Brook Lopez","MIL","C",TRUE,FALSE,FALSE,81,28.7,2.1,61.5,2.3,36.4,1.4,84.2,3,55.6,30.3,9.1,-4.2,1,19.3,0.7,0.6,1.2,2.2,0.4,4.5,"shooting2",0.361594992668884
"111","Brook Lopez","MIL","C",TRUE,FALSE,FALSE,81,28.7,2.1,61.5,2.3,36.4,1.4,84.2,3,55.6,30.3,9.1,-4.2,1,19.3,0.7,0.6,1.2,2.2,0.4,4.5,"others1",-4.33928171029982
