"","PLAYER","TEAM","POSITION","center","forward","guard","GP","MIN","2FGM","2FG%","3PM","3P%","FTM","FT%","%midrange","%3points","%inthepaint","DFGM","DIFF%","DEFLECTIONS","CONTESTED SHOTS","LOOSE BALLS RECOVERED","STL","AST","BLK","OREB","DREB","PCs","score"
"112","Brook Lopez","MIL","C",TRUE,FALSE,FALSE,81,28.7,2.1,61.5,2.3,36.4,1.4,84.2,3,55.6,30.3,9.1,-4.2,1,19.3,0.7,0.6,1.2,2.2,0.4,4.5,"others2",-4.20208721298885
"113","Bruce Brown","DET","G",FALSE,FALSE,TRUE,74,19.6,1.4,45.5,0.3,25.8,0.6,75,1.3,22.6,62.1,3.6,-2.8,1.2,5.4,0.7,0.5,1.2,0.5,0.6,1.9,"shooting1",-1.22099958612309
"114","Bruce Brown","DET","G",FALSE,FALSE,TRUE,74,19.6,1.4,45.5,0.3,25.8,0.6,75,1.3,22.6,62.1,3.6,-2.8,1.2,5.4,0.7,0.5,1.2,0.5,0.6,1.9,"shooting2",-1.47025281310431
"115","Bruce Brown","DET","G",FALSE,FALSE,TRUE,74,19.6,1.4,45.5,0.3,25.8,0.6,75,1.3,22.6,62.1,3.6,-2.8,1.2,5.4,0.7,0.5,1.2,0.5,0.6,1.9,"others1",0.842832236031714
"116","Bruce Brown","DET","G",FALSE,FALSE,TRUE,74,19.6,1.4,45.5,0.3,25.8,0.6,75,1.3,22.6,62.1,3.6,-2.8,1.2,5.4,0.7,0.5,1.2,0.5,0.6,1.9,"others2",-0.510354925609769
"117","Bruno Caboclo","MEM","F",FALSE,TRUE,FALSE,34,23.5,1.4,50.5,1.4,36.9,1.2,84,2.1,51.1,31.9,4.4,-0.8,1.4,6.8,0.7,0.4,1.5,1,1.2,3.4,"shooting1",1.38343051040413
"118","Bruno Caboclo","MEM","F",FALSE,TRUE,FALSE,34,23.5,1.4,50.5,1.4,36.9,1.2,84,2.1,51.1,31.9,4.4,-0.8,1.4,6.8,0.7,0.4,1.5,1,1.2,3.4,"shooting2",-0.512659652863839
"119","Bruno Caboclo","MEM","F",FALSE,TRUE,FALSE,34,23.5,1.4,50.5,1.4,36.9,1.2,84,2.1,51.1,31.9,4.4,-0.8,1.4,6.8,0.7,0.4,1.5,1,1.2,3.4,"others1",-0.496446147488335
"120","Bruno Caboclo","MEM","F",FALSE,TRUE,FALSE,34,23.5,1.4,50.5,1.4,36.9,1.2,84,2.1,51.1,31.9,4.4,-0.8,1.4,6.8,0.7,0.4,1.5,1,1.2,3.4,"others2",-1.36384201892804
"121","Bryn Forbes","SAS","G",FALSE,FALSE,TRUE,82,28,2.3,48.9,2.1,42.6,0.8,88.5,17.4,54.6,20.9,4.7,4.6,0.9,4.5,0.9,0.5,2.1,0,0.2,2.7,"shooting1",2.69976049593226
"122","Bryn Forbes","SAS","G",FALSE,FALSE,TRUE,82,28,2.3,48.9,2.1,42.6,0.8,88.5,17.4,54.6,20.9,4.7,4.6,0.9,4.5,0.9,0.5,2.1,0,0.2,2.7,"shooting2",0.488493918848834
"123","Bryn Forbes","SAS","G",FALSE,FALSE,TRUE,82,28,2.3,48.9,2.1,42.6,0.8,88.5,17.4,54.6,20.9,4.7,4.6,0.9,4.5,0.9,0.5,2.1,0,0.2,2.7,"others1",1.05828653193699
"124","Bryn Forbes","SAS","G",FALSE,FALSE,TRUE,82,28,2.3,48.9,2.1,42.6,0.8,88.5,17.4,54.6,20.9,4.7,4.6,0.9,4.5,0.9,0.5,2.1,0,0.2,2.7,"others2",0.833016620016606
"125","Buddy Hield","SAC","G",FALSE,FALSE,TRUE,82,31.9,4.2,48.7,3.4,42.7,2.1,88.6,14.6,49.2,26.1,6.1,3.3,1.4,7.7,1.2,0.7,2.5,0.4,1.3,3.7,"shooting1",2.7362857649574
"126","Buddy Hield","SAC","G",FALSE,FALSE,TRUE,82,31.9,4.2,48.7,3.4,42.7,2.1,88.6,14.6,49.2,26.1,6.1,3.3,1.4,7.7,1.2,0.7,2.5,0.4,1.3,3.7,"shooting2",2.18199692062458
"127","Buddy Hield","SAC","G",FALSE,FALSE,TRUE,82,31.9,4.2,48.7,3.4,42.7,2.1,88.6,14.6,49.2,26.1,6.1,3.3,1.4,7.7,1.2,0.7,2.5,0.4,1.3,3.7,"others1",-1.46135749790465
"128","Buddy Hield","SAC","G",FALSE,FALSE,TRUE,82,31.9,4.2,48.7,3.4,42.7,2.1,88.6,14.6,49.2,26.1,6.1,3.3,1.4,7.7,1.2,0.7,2.5,0.4,1.3,3.7,"others2",0.0917073733677169
"129","Cameron Payne","CLE","G",FALSE,FALSE,TRUE,40,17.8,1.8,51.1,0.6,29.8,0.8,80.5,12,30,44.8,3.7,11.8,1.7,3.4,0.7,0.7,2.7,0.2,0.3,1.5,"shooting1",-0.184192017454947
"130","Cameron Payne","CLE","G",FALSE,FALSE,TRUE,40,17.8,1.8,51.1,0.6,29.8,0.8,80.5,12,30,44.8,3.7,11.8,1.7,3.4,0.7,0.7,2.7,0.2,0.3,1.5,"shooting2",-0.576560723446914
"131","Cameron Payne","CLE","G",FALSE,FALSE,TRUE,40,17.8,1.8,51.1,0.6,29.8,0.8,80.5,12,30,44.8,3.7,11.8,1.7,3.4,0.7,0.7,2.7,0.2,0.3,1.5,"others1",1.29221945025061
"132","Cameron Payne","CLE","G",FALSE,FALSE,TRUE,40,17.8,1.8,51.1,0.6,29.8,0.8,80.5,12,30,44.8,3.7,11.8,1.7,3.4,0.7,0.7,2.7,0.2,0.3,1.5,"others2",2.00027808993406
"133","Cameron Reynolds","MIN","G",FALSE,FALSE,TRUE,19,13.7,0.6,44.4,1.1,41.2,0.4,88.9,8.4,66.3,16.8,2.9,7.3,0.7,3.3,0.2,0.3,0.7,0.1,0.2,1.4,"shooting1",2.82766067625959
"134","Cameron Reynolds","MIN","G",FALSE,FALSE,TRUE,19,13.7,0.6,44.4,1.1,41.2,0.4,88.9,8.4,66.3,16.8,2.9,7.3,0.7,3.3,0.2,0.3,0.7,0.1,0.2,1.4,"shooting2",-1.12631707389536
"135","Cameron Reynolds","MIN","G",FALSE,FALSE,TRUE,19,13.7,0.6,44.4,1.1,41.2,0.4,88.9,8.4,66.3,16.8,2.9,7.3,0.7,3.3,0.2,0.3,0.7,0.1,0.2,1.4,"others1",3.06699671050685
"136","Cameron Reynolds","MIN","G",FALSE,FALSE,TRUE,19,13.7,0.6,44.4,1.1,41.2,0.4,88.9,8.4,66.3,16.8,2.9,7.3,0.7,3.3,0.2,0.3,0.7,0.1,0.2,1.4,"others2",0.13000160118382
"137","Caris LeVert","BKN","G",FALSE,FALSE,TRUE,40,26.6,4,48.3,1.2,31.2,2.1,69.1,1.5,26.3,56.7,4.9,2.2,2,6.2,1,1.1,3.9,0.4,0.9,2.9,"shooting1",-0.873504819205154
"138","Caris LeVert","BKN","G",FALSE,FALSE,TRUE,40,26.6,4,48.3,1.2,31.2,2.1,69.1,1.5,26.3,56.7,4.9,2.2,2,6.2,1,1.1,3.9,0.4,0.9,2.9,"shooting2",0.340481776487224
"139","Caris LeVert","BKN","G",FALSE,FALSE,TRUE,40,26.6,4,48.3,1.2,31.2,2.1,69.1,1.5,26.3,56.7,4.9,2.2,2,6.2,1,1.1,3.9,0.4,0.9,2.9,"others1",-1.23287605630383
"140","Caris LeVert","BKN","G",FALSE,FALSE,TRUE,40,26.6,4,48.3,1.2,31.2,2.1,69.1,1.5,26.3,56.7,4.9,2.2,2,6.2,1,1.1,3.9,0.4,0.9,2.9,"others2",1.37021579336222
"141","Carmelo Anthony","HOU","F",FALSE,TRUE,FALSE,10,29.4,2.8,49.1,2.1,32.8,1.5,68.2,17.9,47,23.9,5.8,2.8,1.1,5.9,0.7,0.4,0.5,0.7,0.9,4.5,"shooting1",1.54439820194265
"142","Carmelo Anthony","HOU","F",FALSE,TRUE,FALSE,10,29.4,2.8,49.1,2.1,32.8,1.5,68.2,17.9,47,23.9,5.8,2.8,1.1,5.9,0.7,0.4,0.5,0.7,0.9,4.5,"shooting2",0.368873362955497
"143","Carmelo Anthony","HOU","F",FALSE,TRUE,FALSE,10,29.4,2.8,49.1,2.1,32.8,1.5,68.2,17.9,47,23.9,5.8,2.8,1.1,5.9,0.7,0.4,0.5,0.7,0.9,4.5,"others1",-0.270382081863353
"144","Carmelo Anthony","HOU","F",FALSE,TRUE,FALSE,10,29.4,2.8,49.1,2.1,32.8,1.5,68.2,17.9,47,23.9,5.8,2.8,1.1,5.9,0.7,0.4,0.5,0.7,0.9,4.5,"others2",-1.16747303413348
"145","Cedi Osman","CLE","F",FALSE,TRUE,FALSE,76,32.2,3,48.7,1.7,34.7,1.9,77.9,8.1,39.4,38.3,6,4.6,1.3,7.6,1,0.8,2.6,0.1,0.6,4.1,"shooting1",0.791336740181764
"146","Cedi Osman","CLE","F",FALSE,TRUE,FALSE,76,32.2,3,48.7,1.7,34.7,1.9,77.9,8.1,39.4,38.3,6,4.6,1.3,7.6,1,0.8,2.6,0.1,0.6,4.1,"shooting2",0.501356230093569
"147","Cedi Osman","CLE","F",FALSE,TRUE,FALSE,76,32.2,3,48.7,1.7,34.7,1.9,77.9,8.1,39.4,38.3,6,4.6,1.3,7.6,1,0.8,2.6,0.1,0.6,4.1,"others1",-0.824618570142186
"148","Cedi Osman","CLE","F",FALSE,TRUE,FALSE,76,32.2,3,48.7,1.7,34.7,1.9,77.9,8.1,39.4,38.3,6,4.6,1.3,7.6,1,0.8,2.6,0.1,0.6,4.1,"others2",0.669777776523241
"149","Chandler Hutchison","CHI","F",FALSE,TRUE,FALSE,44,20.3,1.9,51.6,0.3,28,0.5,60.5,6.1,18.3,65.5,3.3,-1.4,1.1,3.7,0.8,0.5,0.8,0.1,0.7,3.5,"shooting1",-1.83949673835306
"150","Chandler Hutchison","CHI","F",FALSE,TRUE,FALSE,44,20.3,1.9,51.6,0.3,28,0.5,60.5,6.1,18.3,65.5,3.3,-1.4,1.1,3.7,0.8,0.5,0.8,0.1,0.7,3.5,"shooting2",-1.40574056496
"151","Chandler Hutchison","CHI","F",FALSE,TRUE,FALSE,44,20.3,1.9,51.6,0.3,28,0.5,60.5,6.1,18.3,65.5,3.3,-1.4,1.1,3.7,0.8,0.5,0.8,0.1,0.7,3.5,"others1",1.13056802518735
"152","Chandler Hutchison","CHI","F",FALSE,TRUE,FALSE,44,20.3,1.9,51.6,0.3,28,0.5,60.5,6.1,18.3,65.5,3.3,-1.4,1.1,3.7,0.8,0.5,0.8,0.1,0.7,3.5,"others2",-0.102620455138982
"153","Chandler Parsons","MEM","F",FALSE,TRUE,FALSE,25,19.8,1.6,44.3,1.1,30.1,0.9,88,10.7,46.5,31,2.4,-0.9,0.8,2.4,0.3,0.8,1.7,0.2,0.2,2.6,"shooting1",1.33038203318272
"154","Chandler Parsons","MEM","F",FALSE,TRUE,FALSE,25,19.8,1.6,44.3,1.1,30.1,0.9,88,10.7,46.5,31,2.4,-0.9,0.8,2.4,0.3,0.8,1.7,0.2,0.2,2.6,"shooting2",-0.510944331669727
"155","Chandler Parsons","MEM","F",FALSE,TRUE,FALSE,25,19.8,1.6,44.3,1.1,30.1,0.9,88,10.7,46.5,31,2.4,-0.9,0.8,2.4,0.3,0.8,1.7,0.2,0.2,2.6,"others1",2.10992767731707
"156","Chandler Parsons","MEM","F",FALSE,TRUE,FALSE,25,19.8,1.6,44.3,1.1,30.1,0.9,88,10.7,46.5,31,2.4,-0.9,0.8,2.4,0.3,0.8,1.7,0.2,0.2,2.6,"others2",0.306906700553466
"157","Chasson Randle","WAS","G",FALSE,FALSE,TRUE,49,15.2,0.9,44.8,1,40.7,0.9,69.4,2.2,50.9,31,3.2,6.9,1,3.3,0.2,0.5,2,0.1,0.2,0.9,"shooting1",1.37505111969316
"158","Chasson Randle","WAS","G",FALSE,FALSE,TRUE,49,15.2,0.9,44.8,1,40.7,0.9,69.4,2.2,50.9,31,3.2,6.9,1,3.3,0.2,0.5,2,0.1,0.2,0.9,"shooting2",-1.40439999342321
"159","Chasson Randle","WAS","G",FALSE,FALSE,TRUE,49,15.2,0.9,44.8,1,40.7,0.9,69.4,2.2,50.9,31,3.2,6.9,1,3.3,0.2,0.5,2,0.1,0.2,0.9,"others1",2.61239570362179
"160","Chasson Randle","WAS","G",FALSE,FALSE,TRUE,49,15.2,0.9,44.8,1,40.7,0.9,69.4,2.2,50.9,31,3.2,6.9,1,3.3,0.2,0.5,2,0.1,0.2,0.9,"others2",0.773003822774062
"161","Cheick Diallo","NOP","F",FALSE,TRUE,FALSE,64,14,2.6,62.8,0,25,0.8,74.6,15.5,0.8,70.8,3.5,0.2,0.6,5,0.6,0.5,0.5,0.5,1.2,4,"shooting1",-2.82491834137068
"162","Cheick Diallo","NOP","F",FALSE,TRUE,FALSE,64,14,2.6,62.8,0,25,0.8,74.6,15.5,0.8,70.8,3.5,0.2,0.6,5,0.6,0.5,0.5,0.5,1.2,4,"shooting2",-0.188016010248918
"163","Cheick Diallo","NOP","F",FALSE,TRUE,FALSE,64,14,2.6,62.8,0,25,0.8,74.6,15.5,0.8,70.8,3.5,0.2,0.6,5,0.6,0.5,0.5,0.5,1.2,4,"others1",0.779942239259173
"164","Cheick Diallo","NOP","F",FALSE,TRUE,FALSE,64,14,2.6,62.8,0,25,0.8,74.6,15.5,0.8,70.8,3.5,0.2,0.6,5,0.6,0.5,0.5,0.5,1.2,4,"others2",-1.27402268296931
"165","Chris Paul","HOU","G",FALSE,FALSE,TRUE,58,32,3,47.9,2.2,35.9,3,86.2,14.6,42.1,24.1,5.3,2.5,3.3,3.6,1.2,2,8.2,0.3,0.6,3.9,"shooting1",1.83903612079528
"166","Chris Paul","HOU","G",FALSE,FALSE,TRUE,58,32,3,47.9,2.2,35.9,3,86.2,14.6,42.1,24.1,5.3,2.5,3.3,3.6,1.2,2,8.2,0.3,0.6,3.9,"shooting2",1.58358789357285
"167","Chris Paul","HOU","G",FALSE,FALSE,TRUE,58,32,3,47.9,2.2,35.9,3,86.2,14.6,42.1,24.1,5.3,2.5,3.3,3.6,1.2,2,8.2,0.3,0.6,3.9,"others1",-3.07031760705773
"168","Chris Paul","HOU","G",FALSE,FALSE,TRUE,58,32,3,47.9,2.2,35.9,3,86.2,14.6,42.1,24.1,5.3,2.5,3.3,3.6,1.2,2,8.2,0.3,0.6,3.9,"others2",4.47525110982602
"169","Christian Wood","NOP","F",FALSE,TRUE,FALSE,21,11.9,2.5,57.1,0.4,34.6,2,73.2,4.7,15.7,55.8,3,0.6,0.5,4.8,0.4,0.3,0.4,0.5,0.8,3.1,"shooting1",-1.42329421852418
"170","Christian Wood","NOP","F",FALSE,TRUE,FALSE,21,11.9,2.5,57.1,0.4,34.6,2,73.2,4.7,15.7,55.8,3,0.6,0.5,4.8,0.4,0.3,0.4,0.5,0.8,3.1,"shooting2",-0.00170730603374778
"171","Christian Wood","NOP","F",FALSE,TRUE,FALSE,21,11.9,2.5,57.1,0.4,34.6,2,73.2,4.7,15.7,55.8,3,0.6,0.5,4.8,0.4,0.3,0.4,0.5,0.8,3.1,"others1",1.70850098528333
"172","Christian Wood","NOP","F",FALSE,TRUE,FALSE,21,11.9,2.5,57.1,0.4,34.6,2,73.2,4.7,15.7,55.8,3,0.6,0.5,4.8,0.4,0.3,0.4,0.5,0.8,3.1,"others2",-1.33904564626228
"173","CJ McCollum","POR","G",FALSE,FALSE,TRUE,70,33.9,5.7,50.6,2.4,37.5,2.3,82.8,21.8,34.1,33.2,5.6,1.3,1.1,8.1,1.3,0.8,3,0.4,0.9,3.1,"shooting1",1.19673438504346
"174","CJ McCollum","POR","G",FALSE,FALSE,TRUE,70,33.9,5.7,50.6,2.4,37.5,2.3,82.8,21.8,34.1,33.2,5.6,1.3,1.1,8.1,1.3,0.8,3,0.4,0.9,3.1,"shooting2",2.49850067100795
"175","CJ McCollum","POR","G",FALSE,FALSE,TRUE,70,33.9,5.7,50.6,2.4,37.5,2.3,82.8,21.8,34.1,33.2,5.6,1.3,1.1,8.1,1.3,0.8,3,0.4,0.9,3.1,"others1",-1.26121452412335
"176","CJ McCollum","POR","G",FALSE,FALSE,TRUE,70,33.9,5.7,50.6,2.4,37.5,2.3,82.8,21.8,34.1,33.2,5.6,1.3,1.1,8.1,1.3,0.8,3,0.4,0.9,3.1,"others2",0.314999504778487
"177","Cody Zeller","CHA","C",TRUE,FALSE,FALSE,49,25.4,3.8,57,0.1,27.3,2.3,78.7,1.2,3.6,72.8,6.9,-1.7,1.5,9.4,0.9,0.8,2.1,0.8,2.2,4.6,"shooting1",-2.79468398774205
"178","Cody Zeller","CHA","C",TRUE,FALSE,FALSE,49,25.4,3.8,57,0.1,27.3,2.3,78.7,1.2,3.6,72.8,6.9,-1.7,1.5,9.4,0.9,0.8,2.1,0.8,2.2,4.6,"shooting2",0.474315140445498
"179","Cody Zeller","CHA","C",TRUE,FALSE,FALSE,49,25.4,3.8,57,0.1,27.3,2.3,78.7,1.2,3.6,72.8,6.9,-1.7,1.5,9.4,0.9,0.8,2.1,0.8,2.2,4.6,"others1",-2.66568595165423
"180","Cody Zeller","CHA","C",TRUE,FALSE,FALSE,49,25.4,3.8,57,0.1,27.3,2.3,78.7,1.2,3.6,72.8,6.9,-1.7,1.5,9.4,0.9,0.8,2.1,0.8,2.2,4.6,"others2",-1.56671411574255
"181","Collin Sexton","CLE","G",FALSE,FALSE,TRUE,82,31.8,4.8,43.9,1.4,40.3,2.6,83.9,21.2,26,37.2,6.2,8.5,1.1,6.6,1.1,0.5,3,0.1,0.7,2.2,"shooting1",0.852716501547135
"182","Collin Sexton","CLE","G",FALSE,FALSE,TRUE,82,31.8,4.8,43.9,1.4,40.3,2.6,83.9,21.2,26,37.2,6.2,8.5,1.1,6.6,1.1,0.5,3,0.1,0.7,2.2,"shooting2",1.93238644224781
"183","Collin Sexton","CLE","G",FALSE,FALSE,TRUE,82,31.8,4.8,43.9,1.4,40.3,2.6,83.9,21.2,26,37.2,6.2,8.5,1.1,6.6,1.1,0.5,3,0.1,0.7,2.2,"others1",-0.099916831666962
"184","Collin Sexton","CLE","G",FALSE,FALSE,TRUE,82,31.8,4.8,43.9,1.4,40.3,2.6,83.9,21.2,26,37.2,6.2,8.5,1.1,6.6,1.1,0.5,3,0.1,0.7,2.2,"others2",0.972191587983303
"185","Cory Joseph","IND","G",FALSE,FALSE,TRUE,82,25.2,2.1,45.4,0.7,32.2,0.4,69.8,26.8,30.7,36.9,4.4,0.5,1.5,5.6,1.1,1.1,3.9,0.3,0.5,2.9,"shooting1",0.468500897012419
"186","Cory Joseph","IND","G",FALSE,FALSE,TRUE,82,25.2,2.1,45.4,0.7,32.2,0.4,69.8,26.8,30.7,36.9,4.4,0.5,1.5,5.6,1.1,1.1,3.9,0.3,0.5,2.9,"shooting2",-0.530160581032972
"187","Cory Joseph","IND","G",FALSE,FALSE,TRUE,82,25.2,2.1,45.4,0.7,32.2,0.4,69.8,26.8,30.7,36.9,4.4,0.5,1.5,5.6,1.1,1.1,3.9,0.3,0.5,2.9,"others1",-0.697987939740156
"188","Cory Joseph","IND","G",FALSE,FALSE,TRUE,82,25.2,2.1,45.4,0.7,32.2,0.4,69.8,26.8,30.7,36.9,4.4,0.5,1.5,5.6,1.1,1.1,3.9,0.3,0.5,2.9,"others2",1.45068316441144
"189","Courtney Lee","DAL","G",FALSE,FALSE,TRUE,34,12.6,1.1,50,0.5,29.1,0.4,66.7,26.5,35.3,27.9,1.8,-0.2,1,1.9,0.5,0.6,1.1,0.1,0.3,1.3,"shooting1",0.504031053122054
"190","Courtney Lee","DAL","G",FALSE,FALSE,TRUE,34,12.6,1.1,50,0.5,29.1,0.4,66.7,26.5,35.3,27.9,1.8,-0.2,1,1.9,0.5,0.6,1.1,0.1,0.3,1.3,"shooting2",-1.03313796743579
"191","Courtney Lee","DAL","G",FALSE,FALSE,TRUE,34,12.6,1.1,50,0.5,29.1,0.4,66.7,26.5,35.3,27.9,1.8,-0.2,1,1.9,0.5,0.6,1.1,0.1,0.3,1.3,"others1",2.62784548996148
"192","Courtney Lee","DAL","G",FALSE,FALSE,TRUE,34,12.6,1.1,50,0.5,29.1,0.4,66.7,26.5,35.3,27.9,1.8,-0.2,1,1.9,0.5,0.6,1.1,0.1,0.3,1.3,"others2",0.548038029487426
"193","D'Angelo Russell","BKN","G",FALSE,FALSE,TRUE,81,30.2,5.3,48.2,2.9,36.9,2,78,15.4,41,34.2,5.1,1.6,2.2,5.3,1.1,1.2,7,0.2,0.7,3.2,"shooting1",1.51537263491499
"194","D'Angelo Russell","BKN","G",FALSE,FALSE,TRUE,81,30.2,5.3,48.2,2.9,36.9,2,78,15.4,41,34.2,5.1,1.6,2.2,5.3,1.1,1.2,7,0.2,0.7,3.2,"shooting2",2.00958194645339
"195","D'Angelo Russell","BKN","G",FALSE,FALSE,TRUE,81,30.2,5.3,48.2,2.9,36.9,2,78,15.4,41,34.2,5.1,1.6,2.2,5.3,1.1,1.2,7,0.2,0.7,3.2,"others1",-1.67836645151855
"196","D'Angelo Russell","BKN","G",FALSE,FALSE,TRUE,81,30.2,5.3,48.2,2.9,36.9,2,78,15.4,41,34.2,5.1,1.6,2.2,5.3,1.1,1.2,7,0.2,0.7,3.2,"others2",2.6627001268109
"197","D.J. Augustin","ORL","G",FALSE,FALSE,TRUE,81,28,2.3,51.4,1.6,41.6,2.2,86.6,7,41.5,32.5,4.3,4.1,0.8,3.2,0.9,0.6,5.3,0,0.5,2,"shooting1",1.35614105318671
"198","D.J. Augustin","ORL","G",FALSE,FALSE,TRUE,81,28,2.3,51.4,1.6,41.6,2.2,86.6,7,41.5,32.5,4.3,4.1,0.8,3.2,0.9,0.6,5.3,0,0.5,2,"shooting2",0.692885196080884
"199","D.J. Augustin","ORL","G",FALSE,FALSE,TRUE,81,28,2.3,51.4,1.6,41.6,2.2,86.6,7,41.5,32.5,4.3,4.1,0.8,3.2,0.9,0.6,5.3,0,0.5,2,"others1",0.902433482917745
"200","D.J. Augustin","ORL","G",FALSE,FALSE,TRUE,81,28,2.3,51.4,1.6,41.6,2.2,86.6,7,41.5,32.5,4.3,4.1,0.8,3.2,0.9,0.6,5.3,0,0.5,2,"others2",1.6820877814237
"201","D.J. Wilson","MIL","F",FALSE,TRUE,FALSE,48,18.4,1.2,46.7,1,36.2,0.5,55.3,6.4,49.3,35,4.4,-4,0.6,7.8,0.5,0.4,1.1,0.4,0.9,3.7,"shooting1",0.739266767762023
"202","D.J. Wilson","MIL","F",FALSE,TRUE,FALSE,48,18.4,1.2,46.7,1,36.2,0.5,55.3,6.4,49.3,35,4.4,-4,0.6,7.8,0.5,0.4,1.1,0.4,0.9,3.7,"shooting2",-1.7434347195348
"203","D.J. Wilson","MIL","F",FALSE,TRUE,FALSE,48,18.4,1.2,46.7,1,36.2,0.5,55.3,6.4,49.3,35,4.4,-4,0.6,7.8,0.5,0.4,1.1,0.4,0.9,3.7,"others1",0.416062855258367
"204","D.J. Wilson","MIL","F",FALSE,TRUE,FALSE,48,18.4,1.2,46.7,1,36.2,0.5,55.3,6.4,49.3,35,4.4,-4,0.6,7.8,0.5,0.4,1.1,0.4,0.9,3.7,"others2",-1.72682669967518
"205","Dairis Bertans","NOP","G",FALSE,FALSE,TRUE,12,13.9,0.2,15.4,0.8,29.4,0,0,11.8,88.2,0,3,13.1,0.3,2.9,0.3,0.1,0.8,0,0.2,0.6,"shooting1",2.84280316650564
"206","Dairis Bertans","NOP","G",FALSE,FALSE,TRUE,12,13.9,0.2,15.4,0.8,29.4,0,0,11.8,88.2,0,3,13.1,0.3,2.9,0.3,0.1,0.8,0,0.2,0.6,"shooting2",-4.72587197135779
"207","Dairis Bertans","NOP","G",FALSE,FALSE,TRUE,12,13.9,0.2,15.4,0.8,29.4,0,0,11.8,88.2,0,3,13.1,0.3,2.9,0.3,0.1,0.8,0,0.2,0.6,"others1",3.71562467283487
"208","Dairis Bertans","NOP","G",FALSE,FALSE,TRUE,12,13.9,0.2,15.4,0.8,29.4,0,0,11.8,88.2,0,3,13.1,0.3,2.9,0.3,0.1,0.8,0,0.2,0.6,"others2",0.460830372506155
"209","Damian Lillard","POR","G",FALSE,FALSE,TRUE,80,35.5,5.5,49.8,3,36.9,5.9,91.2,12.7,34.4,30.3,5.3,1.8,2.1,5,1.4,1.1,6.9,0.4,0.9,3.8,"shooting1",1.47716130403668
"210","Damian Lillard","POR","G",FALSE,FALSE,TRUE,80,35.5,5.5,49.8,3,36.9,5.9,91.2,12.7,34.4,30.3,5.3,1.8,2.1,5,1.4,1.1,6.9,0.4,0.9,3.8,"shooting2",4.20044871549467
"211","Damian Lillard","POR","G",FALSE,FALSE,TRUE,80,35.5,5.5,49.8,3,36.9,5.9,91.2,12.7,34.4,30.3,5.3,1.8,2.1,5,1.4,1.1,6.9,0.4,0.9,3.8,"others1",-2.19278705034896
"212","Damian Lillard","POR","G",FALSE,FALSE,TRUE,80,35.5,5.5,49.8,3,36.9,5.9,91.2,12.7,34.4,30.3,5.3,1.8,2.1,5,1.4,1.1,6.9,0.4,0.9,3.8,"others2",2.44433505744944
"213","Damion Lee","GSW","G",FALSE,FALSE,TRUE,32,11.7,0.9,49.2,0.8,39.7,0.6,86.4,15.2,51.3,21.5,2.7,4.9,0.7,2.4,0.3,0.4,0.4,0,0.3,1.8,"shooting1",1.9219913855737
"214","Damion Lee","GSW","G",FALSE,FALSE,TRUE,32,11.7,0.9,49.2,0.8,39.7,0.6,86.4,15.2,51.3,21.5,2.7,4.9,0.7,2.4,0.3,0.4,0.4,0,0.3,1.8,"shooting2",-0.718563783892659
"215","Damion Lee","GSW","G",FALSE,FALSE,TRUE,32,11.7,0.9,49.2,0.8,39.7,0.6,86.4,15.2,51.3,21.5,2.7,4.9,0.7,2.4,0.3,0.4,0.4,0,0.3,1.8,"others1",3.00142162637605
"216","Damion Lee","GSW","G",FALSE,FALSE,TRUE,32,11.7,0.9,49.2,0.8,39.7,0.6,86.4,15.2,51.3,21.5,2.7,4.9,0.7,2.4,0.3,0.4,0.4,0,0.3,1.8,"others2",0.180380237903063
"217","Damyean Dotson","NYK","G",FALSE,FALSE,TRUE,73,27.4,2.2,45.9,1.7,36.4,1,74.5,20.8,48.5,21.3,4.2,2.9,1.3,4.6,0.9,0.8,1.8,0.1,0.5,3.1,"shooting1",1.99493903224047
"218","Damyean Dotson","NYK","G",FALSE,FALSE,TRUE,73,27.4,2.2,45.9,1.7,36.4,1,74.5,20.8,48.5,21.3,4.2,2.9,1.3,4.6,0.9,0.8,1.8,0.1,0.5,3.1,"shooting2",0.0218395070759293
"219","Damyean Dotson","NYK","G",FALSE,FALSE,TRUE,73,27.4,2.2,45.9,1.7,36.4,1,74.5,20.8,48.5,21.3,4.2,2.9,1.3,4.6,0.9,0.8,1.8,0.1,0.5,3.1,"others1",0.469245759672133
"220","Damyean Dotson","NYK","G",FALSE,FALSE,TRUE,73,27.4,2.2,45.9,1.7,36.4,1,74.5,20.8,48.5,21.3,4.2,2.9,1.3,4.6,0.9,0.8,1.8,0.1,0.5,3.1,"others2",0.875885850388484
"221","Daniel Theis","BOS","F",FALSE,TRUE,FALSE,66,13.8,1.8,60.3,0.4,38.8,0.8,73.7,5.9,20.9,58.3,3.8,-0.9,0.6,6.2,0.4,0.3,1,0.6,1.3,2.1,"shooting1",-1.16705308953991
"222","Daniel Theis","BOS","F",FALSE,TRUE,FALSE,66,13.8,1.8,60.3,0.4,38.8,0.8,73.7,5.9,20.9,58.3,3.8,-0.9,0.6,6.2,0.4,0.3,1,0.6,1.3,2.1,"shooting2",-0.631645495898764
